c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
347505327;188530139;5000;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"Galil AR | Синий титан (Прямо с завода)";D2D2D2;427
347975753;188530139;31683;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A4 | Рентген (Немного поношенное)";D2D2D2;455
348417541;188530170;15000;1;0;"Армейское качество";"После полевых испытаний";17;StatTrak™;"StatTrak™ SG 553 | Ультрафиолет (После полевых испытаний)";CF6A32;775
348467978;188530139;24000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Камуфляж (После полевых испытаний)";D2D2D2;1000
348676683;188530139;15000;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"Galil AR | Синий титан (Прямо с завода)";D2D2D2;123
348762205;480085569;6900;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"SCAR-20 | Углепластик (Прямо с завода)";D2D2D2;49
348874291;0;6900;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"SCAR-20 | Углепластик (Прямо с завода)";D2D2D2;49
348894940;0;4900;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;41
349007511;188530170;830000;1;0;Тайное;"Немного поношенное";365;★;;8650AC;1000
349176484;188530139;10757;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"FAMAS | Гексан (Прямо с завода)";D2D2D2;696
349292175;188530144;12000;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Five-SeveN | Ками (После полевых испытаний)";CF6A32;1000
349395633;0;3000;1;2;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;324
349568669;519977179;6900;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"SCAR-20 | Углепластик (Прямо с завода)";D2D2D2;49
349784310;188530170;111900;1;1;Запрещенное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A1-S | Темная вода (Немного поношенное)";CF6A32;1199
350450809;188530139;5900;1;43;"Армейское качество";"Закаленное в боях";19;Обыч.;"USP-S | Нержавейка (Закаленное в боях)";D2D2D2;1003
350458027;188530139;1930;10;201;"Армейское качество";"После полевых испытаний";19;Обыч.;"P2000 | Красные фрагменты (После полевых испытаний";D2D2D2;627
350462358;188530139;9350;3;63;"Армейское качество";"Немного поношенное";19;Обыч.;"USP-S | Нержавейка (Немного поношенное)";D2D2D2;1255
350462817;188530139;3250;9;284;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Синяя трещина (После полевых испытаний)";D2D2D2;788
350462890;188530139;2100;7;378;"Армейское качество";"После полевых испытаний";19;Обыч.;"Dual Berettas | Пантера (После полевых испытаний)";D2D2D2;704
350463387;188530139;5599;1;6;"Армейское качество";"Прямо с завода";19;Обыч.;"P2000 | Красные фрагменты (Прямо с завода)";D2D2D2;661
350463389;188530170;3998;7;22;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ CZ75-Auto | Кровавая паутина (После поле";CF6A32;1325
350466664;188530139;5055;9;31;"Армейское качество";"Немного поношенное";19;Обыч.;"CZ75-Auto | Кровавая паутина (Немного поношенное)";D2D2D2;845
350467130;188530139;7696;13;84;Запрещенное;"Прямо с завода";19;Обыч.;"Tec-9 | Частица титана (Прямо с завода)";D2D2D2;926
350471064;188530139;2794;3;28;"Армейское качество";"Немного поношенное";19;Обыч.;"Dual Berettas | Пантера (Немного поношенное)";D2D2D2;1230
350472176;188530139;1606;20;533;"Армейское качество";"После полевых испытаний";19;Обыч.;"CZ75-Auto | Кровавая паутина (После полевых испыта";D2D2D2;864
350474641;188530139;5795;36;759;"Армейское качество";"После полевых испытаний";19;Обыч.;"USP-S | Нержавейка (После полевых испытаний)";D2D2D2;871
350474650;188530139;77700;3;9;Тайное;"Прямо с завода";19;Обыч.;"CZ75-Auto | Виктория (Прямо с завода)";D2D2D2;1051
350474652;188530170;13700;3;10;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Dual Berettas | Пантера (Немного поношен";CF6A32;1181
350474655;188530139;4298;3;67;"Армейское качество";"Немного поношенное";19;Обыч.;"Glock-18 | Синяя трещина (Немного поношенное)";D2D2D2;1133
350475371;188530139;6890;3;3;"Армейское качество";"Закаленное в боях";19;Обыч.;"P2000 | Красные фрагменты (Закаленное в боях)";D2D2D2;272
350475375;188530170;33890;3;7;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Glock-18 | Синяя трещина (Немного поноше";CF6A32;1318
350475560;188530170;75000;2;2;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ Five-SeveN | Медная галактика (Прямо с з";CF6A32;1265
350475560;188530306;88000;2;0;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ Five-SeveN | Медная галактика (Прямо с завода)";CF6A32;947
350476352;188530139;9800;3;5;Запрещенное;"После полевых испытаний";19;Обыч.;"Tec-9 | Частица титана (После полевых испытаний)";D2D2D2;661
350478662;188530139;5499;11;41;"Армейское качество";"Прямо с завода";19;Обыч.;"Dual Berettas | Пантера (Прямо с завода)";D2D2D2;1214
350482407;188530139;23579;6;13;"Армейское качество";"Прямо с завода";19;Обыч.;"USP-S | Нержавейка (Прямо с завода)";D2D2D2;1263
350484759;188530139;50000;1;4;"Армейское качество";"Прямо с завода";19;Обыч.;"CZ75-Auto | Кровавая паутина (Прямо с завода)";D2D2D2;1130
350488357;188530170;58873;2;11;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ USP-S | Нержавейка (Немного поношенное)";CF6A32;1136
350490717;188530139;5300;3;2;"Армейское качество";"Закаленное в боях";19;Обыч.;"Dual Berettas | Пантера (Закаленное в боях)";D2D2D2;367
350492619;188530139;7500;4;23;Запрещенное;"Прямо с завода";19;Обыч.;"CZ75-Auto | Листовая сталь (Прямо с завода)";D2D2D2;565
